ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,Score,Adjusted Score,BMI
4150,Trevor Andrew,M,22,170,59,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Snowboarding,Snowboarding Men's Halfpipe,NA,38.6,77.2,20.41522491
24559,"Thomas E. ""Tommy"" Czeschin",M,22,175,66,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Snowboarding,Snowboarding Men's Halfpipe,NA,40.6,81.2,21.55102041
36687,Daniel Franck,M,27,169,66,Norway,NOR,2002 Winter,2002,Winter,Salt Lake City,Snowboarding,Snowboarding Men's Halfpipe,NA,37.4,74.8,23.10843458
57907,"Daniel ""Danny"" Kass",M,19,165,61,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Snowboarding,Snowboarding Men's Halfpipe,Silver,42.5,85,22.40587695
63019,Markku Olavi Koski,M,20,181,73,Finland,FIN,2002 Winter,2002,Winter,Salt Lake City,Snowboarding,Snowboarding Men's Halfpipe,NA,39,78,22.28259211
63808,Giacomo Kratter,M,19,172,62,Italy,ITA,2002 Winter,2002,Winter,Salt Lake City,Snowboarding,Snowboarding Men's Halfpipe,NA,42,84,20.9572742
79340,Jan Michaelis,M,24,186,65,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Snowboarding,Snowboarding Men's Halfpipe,NA,0.2,0.4,18.78829923
84277,Takaharu Nakai,M,17,165,52,Japan,JPN,2002 Winter,2002,Winter,Salt Lake City,Snowboarding,Snowboarding Men's Halfpipe,NA,40.7,81.4,19.10009183
96653,Ross Gerard Powers,M,22,178,81,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Snowboarding,Snowboarding Men's Halfpipe,Gold,46.1,92.2,25.56495392
113287,Heikki Matias Sorsa,M,19,174,62,Finland,FIN,2002 Winter,2002,Winter,Salt Lake City,Snowboarding,Snowboarding Men's Halfpipe,NA,40.4,80.8,20.47826661
115031,Carl Magnus Sterner,M,22,175,80,Sweden,SWE,2002 Winter,2002,Winter,Salt Lake City,Snowboarding,Snowboarding Men's Halfpipe,NA,36.6,73.2,26.12244898
119802,"Jarret John ""JJ"" Thomas",M,20,180,70,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Snowboarding,Snowboarding Men's Halfpipe,Bronze,42.1,84.2,21.60493827
1291,Mason Singer Aguirre,M,18,183,68,United States,USA,2006 Winter,2006,Winter,Torino,Snowboarding,Snowboarding Men's Halfpipe,NA,40.3,80.6,20.30517483
6047,"Antti-Matias Antero ""Antti"" Autti",M,20,177,68,Finland,FIN,2006 Winter,2006,Winter,Torino,Snowboarding,Snowboarding Men's Halfpipe,NA,39.1,78.2,21.70512943
35387,"Andrew Joseph ""Andy"" Finch",M,24,170,75,United States,USA,2006 Winter,2006,Winter,Torino,Snowboarding,Snowboarding Men's Halfpipe,NA,24.7,49.4,25.95155709
57907,"Daniel ""Danny"" Kass",M,23,165,61,United States,USA,2006 Winter,2006,Winter,Torino,Snowboarding,Snowboarding Men's Halfpipe,Silver,44,88,22.40587695
58523,Markus Keller,M,23,170,64,Switzerland,SUI,2006 Winter,2006,Winter,Torino,Snowboarding,Snowboarding Men's Halfpipe,NA,38.5,77,22.14532872
63019,Markku Olavi Koski,M,24,181,73,Finland,FIN,2006 Winter,2006,Winter,Torino,Snowboarding,Snowboarding Men's Halfpipe,Bronze,41.5,83,22.28259211
70427,Crispin Lipscomb,M,26,175,65,Canada,CAN,2006 Winter,2006,Winter,Torino,Snowboarding,Snowboarding Men's Halfpipe,NA,33.5,67,21.2244898
72427,Vinzenz Lps,M,24,190,99,Germany,GER,2006 Winter,2006,Winter,Torino,Snowboarding,Snowboarding Men's Halfpipe,NA,36.8,73.6,27.42382271
76703,Risto Markus Antero Mattila,M,25,177,75,Finland,FIN,2006 Winter,2006,Winter,Torino,Snowboarding,Snowboarding Men's Halfpipe,NA,35.8,71.6,23.93948099
107083,Christophe Schmidt,M,22,171,64,Germany,GER,2006 Winter,2006,Winter,Torino,Snowboarding,Snowboarding Men's Halfpipe,NA,37.5,75,21.88707637
130018,Shaun Roger White,M,19,175,70,United States,USA,2006 Winter,2006,Winter,Torino,Snowboarding,Snowboarding Men's Halfpipe,Gold,46.8,93.6,22.85714286
134209,Gary Zebrowski,M,21,179,76,France,FRA,2006 Winter,2006,Winter,Torino,Snowboarding,Snowboarding Men's Halfpipe,NA,38.6,77.2,23.71960925
4658,Ryo Aono,M,19,166,60,Japan,JPN,2010 Winter,2010,Winter,Vancouver,Snowboarding,Snowboarding Men's Halfpipe,NA,32.9,65.8,21.77384236
14988,"Gregory ""Greg"" Bretz",M,19,188,88,United States,USA,2010 Winter,2010,Winter,Vancouver,Snowboarding,Snowboarding Men's Halfpipe,NA,18.3,36.6,24.89814396
23756,Mathieu Crepel,M,25,170,62,France,FRA,2010 Winter,2010,Winter,Vancouver,Snowboarding,Snowboarding Men's Halfpipe,NA,25.9,51.8,21.4532872
62113,Kazuhiro Kokubo,M,21,164,54,Japan,JPN,2010 Winter,2010,Winter,Vancouver,Snowboarding,Snowboarding Men's Halfpipe,NA,35.7,71.4,20.07733492
63019,Markku Olavi Koski,M,28,181,73,Finland,FIN,2010 Winter,2010,Winter,Vancouver,Snowboarding,Snowboarding Men's Halfpipe,NA,36.4,72.8,22.28259211
65885,Scotty Lago,M,22,185,77,United States,USA,2010 Winter,2010,Winter,Vancouver,Snowboarding,Snowboarding Men's Halfpipe,Bronze,42.8,85.6,22.49817385
66234,Justin Lamoureux,M,33,188,75,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Snowboarding,Snowboarding Men's Halfpipe,NA,35.9,71.8,21.22000905
74076,Markus Malin,M,22,176,66,Finland,FIN,2010 Winter,2010,Winter,Vancouver,Snowboarding,Snowboarding Men's Halfpipe,NA,18.6,37.2,21.30681818
94822,Peetu Ilari Piiroinen,M,21,165,60,Finland,FIN,2010 Winter,2010,Winter,Vancouver,Snowboarding,Snowboarding Men's Halfpipe,Silver,45,90,22.03856749
95601,Iouri Aleksandrovich Podladtchikov,M,21,184,76,Switzerland,SUI,2010 Winter,2010,Winter,Vancouver,Snowboarding,Snowboarding Men's Halfpipe,NA,42.4,84.8,22.44801512
126886,"Louis ""Louie"" Vito",M,21,165,68,United States,USA,2010 Winter,2010,Winter,Vancouver,Snowboarding,Snowboarding Men's Halfpipe,NA,39.4,78.8,24.97704316
130018,Shaun Roger White,M,23,175,70,United States,USA,2010 Winter,2010,Winter,Vancouver,Snowboarding,Snowboarding Men's Halfpipe,Gold,48.4,96.8,22.85714286
14988,"Gregory ""Greg"" Bretz",M,23,188,88,United States,USA,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Men's Halfpipe,NA,26.5,26.5,24.89814396
17490,Kent Callister,M,18,175,72,Australia,AUS,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Men's Halfpipe,NA,68.5,68.5,23.51020408
25675,Danny Davis,M,25,175,73,United States,USA,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Men's Halfpipe,NA,53,53,23.83673469
44533,David Habltzel,M,17,175,65,Switzerland,SUI,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Men's Halfpipe,NA,88.5,88.5,21.2244898
45066,Christian Haller,M,24,175,72,Switzerland,SUI,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Men's Halfpipe,NA,51.5,51.5,23.51020408
48761,Ayumu Hirano,M,15,160,50,Japan,JPN,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Men's Halfpipe,Silver,93.5,93.5,19.53125
48769,Taku Hiraoka,M,18,171,63,Japan,JPN,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Men's Halfpipe,Bronze,92.25,92.25,21.5450908
95601,Iouri Aleksandrovich Podladtchikov,M,25,184,76,Switzerland,SUI,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Men's Halfpipe,Gold,94.75,94.75,22.44801512
99229,Tim-Kevin Ravnjak,M,17,172,66,Slovenia,SLO,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Men's Halfpipe,NA,72.25,72.25,22.30935641
109684,Shi Wancheng,M,23,179,78,China,CHN,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Men's Halfpipe,NA,81,81,24.34380949
130018,Shaun Roger White,M,27,175,70,United States,USA,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Men's Halfpipe,NA,90.25,90.25,22.85714286
134606,Zhang Yiwei,M,21,172,68,China,CHN,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Men's Halfpipe,NA,87.25,87.25,22.98539751